"YEAR","STATE","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES"
2023,"NSW","17-25","Mobile Phone Use","Manual Detection",237,0,5
2023,"NSW","17-25","Non Wearing Seatbelts","Manual Detection",92,0,3
2023,"NSW","17-25","Speed Fines","Manual Detection",1688,0,32
2023,"NSW","17-25","Unlicensed Driving","Manual Detection",88,0,413
2023,"NSW","26-39","Mobile Phone Use","Manual Detection",302,0,2
2023,"NSW","26-39","Non Wearing Seatbelts","Manual Detection",154,0,7
2023,"NSW","26-39","Speed Fines","Manual Detection",1769,0,21
2023,"NSW","26-39","Unlicensed Driving","Manual Detection",131,0,618
2023,"NSW","40-64","Mobile Phone Use","Manual Detection",237,0,2
2023,"NSW","40-64","Non Wearing Seatbelts","Manual Detection",61,0,2
2023,"NSW","40-64","Speed Fines","Manual Detection",1589,0,13
2023,"NSW","40-64","Unlicensed Driving","Manual Detection",91,0,414
2023,"NSW","65 and over","Mobile Phone Use","Manual Detection",28,0,0
2023,"NSW","65 and over","Non Wearing Seatbelts","Manual Detection",18,0,0
2023,"NSW","65 and over","Speed Fines","Manual Detection",243,0,0
2023,"NSW","65 and over","Unlicensed Driving","Manual Detection",4,0,20
2023,"NSW","0-16","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"NSW","0-16","Speed Fines","Manual Detection",1,0,0
2023,"NSW","0-16","Unlicensed Driving","Manual Detection",0,0,10
2023,"NSW","17-25","Mobile Phone Use","Manual Detection",4,0,1
2023,"NSW","17-25","Non Wearing Seatbelts","Manual Detection",33,0,1
2023,"NSW","17-25","Speed Fines","Manual Detection",313,0,3
2023,"NSW","17-25","Unlicensed Driving","Manual Detection",5,0,35
2023,"NSW","26-39","Mobile Phone Use","Manual Detection",9,0,0
2023,"NSW","26-39","Non Wearing Seatbelts","Manual Detection",26,0,0
2023,"NSW","26-39","Speed Fines","Manual Detection",562,0,1
2023,"NSW","26-39","Unlicensed Driving","Manual Detection",21,0,59
2023,"NSW","40-64","Mobile Phone Use","Manual Detection",8,0,0
2023,"NSW","40-64","Non Wearing Seatbelts","Manual Detection",40,0,0
2023,"NSW","40-64","Speed Fines","Manual Detection",662,0,1
2023,"NSW","40-64","Unlicensed Driving","Manual Detection",16,0,49
2023,"NSW","65 and over","Non Wearing Seatbelts","Manual Detection",7,0,0
2023,"NSW","65 and over","Speed Fines","Manual Detection",187,0,0
2023,"NSW","65 and over","Unlicensed Driving","Manual Detection",2,0,4
2023,"NSW","17-25","Mobile Phone Use","Manual Detection",1,0,0
2023,"NSW","17-25","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"NSW","17-25","Speed Fines","Manual Detection",31,0,1
2023,"NSW","17-25","Unlicensed Driving","Manual Detection",1,0,7
2023,"NSW","26-39","Mobile Phone Use","Manual Detection",3,0,0
2023,"NSW","26-39","Non Wearing Seatbelts","Manual Detection",2,0,0
2023,"NSW","26-39","Speed Fines","Manual Detection",41,0,0
2023,"NSW","26-39","Unlicensed Driving","Manual Detection",1,0,21
2023,"NSW","40-64","Non Wearing Seatbelts","Manual Detection",3,0,0
2023,"NSW","40-64","Speed Fines","Manual Detection",51,0,0
2023,"NSW","40-64","Unlicensed Driving","Manual Detection",2,0,9
2023,"NSW","65 and over","Non Wearing Seatbelts","Manual Detection",3,0,0
2023,"NSW","65 and over","Speed Fines","Manual Detection",14,0,0
2023,"NSW","0-16","Speed Fines","Manual Detection",1,0,0
2023,"NSW","17-25","Mobile Phone Use","Manual Detection",1,0,0
2023,"NSW","17-25","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"NSW","17-25","Speed Fines","Manual Detection",7,0,0
2023,"NSW","17-25","Unlicensed Driving","Manual Detection",0,0,2
2023,"NSW","26-39","Speed Fines","Manual Detection",6,0,0
2023,"NSW","26-39","Unlicensed Driving","Manual Detection",0,0,1
2023,"NSW","40-64","Speed Fines","Manual Detection",5,0,0
2023,"NSW","40-64","Unlicensed Driving","Manual Detection",1,0,2
2023,"NSW","65 and over","Speed Fines","Manual Detection",1,0,0
2023,"NSW","65 and over","Unlicensed Driving","Manual Detection",0,0,1
2023,"NSW","Unknown","Mobile Phone Use","Auto detection camera",15466,0,0
2023,"NSW","Unknown","Speed Fines","Auto detection camera",41595,0,0
2023,"NSW","Unknown","Speed Fines","Auto detection camera",2757,0,0
2023,"NSW","Unknown","Speed Fines","Auto detection camera",23219,0,0
2023,"NSW","0-16","Unlicensed Driving","Manual Detection",0,0,1
2023,"NSW","17-25","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"NSW","17-25","Speed Fines","Manual Detection",4,0,0
2023,"NSW","17-25","Unlicensed Driving","Manual Detection",1,0,2
2023,"NSW","26-39","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"NSW","26-39","Speed Fines","Manual Detection",6,0,0
2023,"NSW","26-39","Unlicensed Driving","Manual Detection",0,0,4
2023,"NSW","40-64","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"NSW","40-64","Speed Fines","Manual Detection",8,0,0
2023,"NSW","40-64","Unlicensed Driving","Manual Detection",0,0,3
2023,"NSW","65 and over","Speed Fines","Manual Detection",2,0,0
2023,"NT","0-16","Speed Fines","Manual Detection",2,0,0
2023,"NT","0-16","Speed Fines","Auto detection camera",2,0,0
2023,"NT","0-16","Unlicensed Driving","Manual Detection",0,12,13
2023,"NT","17-25","Mobile Phone Use","Manual Detection",4,0,1
2023,"NT","17-25","Non Wearing Seatbelts","Manual Detection",9,0,8
2023,"NT","17-25","Speed Fines","Auto detection camera",250,0,0
2023,"NT","17-25","Speed Fines","Manual Detection",47,0,6
2023,"NT","17-25","Speed Fines","Auto detection camera",59,0,0
2023,"NT","17-25","Unlicensed Driving","Manual Detection",7,13,37
2023,"NT","26-39","Mobile Phone Use","Manual Detection",7,1,1
2023,"NT","26-39","Non Wearing Seatbelts","Manual Detection",28,3,10
2023,"NT","26-39","Speed Fines","Auto detection camera",661,0,0
2023,"NT","26-39","Speed Fines","Manual Detection",95,1,7
2023,"NT","26-39","Speed Fines","Auto detection camera",133,0,0
2023,"NT","26-39","Unlicensed Driving","Manual Detection",10,15,69
2023,"NT","40-64","Mobile Phone Use","Manual Detection",6,0,0
2023,"NT","40-64","Non Wearing Seatbelts","Manual Detection",19,0,0
2023,"NT","40-64","Speed Fines","Auto detection camera",809,0,0
2023,"NT","40-64","Speed Fines","Manual Detection",79,0,0
2023,"NT","40-64","Speed Fines","Auto detection camera",206,0,0
2023,"NT","40-64","Unlicensed Driving","Manual Detection",10,0,0
2023,"NT","65 and over","Mobile Phone Use","Manual Detection",1,0,0
2023,"NT","65 and over","Non Wearing Seatbelts","Manual Detection",0,0,9
2023,"NT","65 and over","Speed Fines","Auto detection camera",220,0,0
2023,"NT","65 and over","Speed Fines","Manual Detection",15,2,6
2023,"NT","65 and over","Speed Fines","Auto detection camera",37,0,0
2023,"NT","65 and over","Unlicensed Driving","Manual Detection",0,13,37
2023,"NT","Unknown","Speed Fines","Auto detection camera",101,0,0
2023,"NT","Unknown","Speed Fines","Manual Detection",1,0,0
2023,"NT","Unknown","Speed Fines","Auto detection camera",18,0,0
2023,"SA","0-16","Mobile Phone Use","Manual Detection",0,0,0
2023,"SA","0-16","Non Wearing Seatbelts","Manual Detection",0,0,0
2023,"SA","0-16","Speed Fines","Auto detection camera",1,0,0
2023,"SA","0-16","Speed Fines","Auto detection camera",1,0,0
2023,"SA","0-16","Speed Fines","Other",0,0,0
2023,"SA","0-16","Speed Fines","Manual Detection",2,0,0
2023,"SA","0-16","Unlicensed Driving","Manual Detection",0,4,7
2023,"SA","17-25","Mobile Phone Use","Manual Detection",104,0,0
2023,"SA","17-25","Non Wearing Seatbelts","Manual Detection",35,0,0
2023,"SA","17-25","Speed Fines","Auto detection camera",488,0,0
2023,"SA","17-25","Speed Fines","Auto detection camera",903,0,0
2023,"SA","17-25","Speed Fines","Other",0,0,0
2023,"SA","17-25","Speed Fines","Manual Detection",759,0,4
2023,"SA","17-25","Unlicensed Driving","Manual Detection",101,18,48
2023,"SA","26-39","Mobile Phone Use","Manual Detection",177,0,0
2023,"SA","26-39","Non Wearing Seatbelts","Manual Detection",59,0,0
2023,"SA","26-39","Speed Fines","Auto detection camera",1189,0,0
2023,"SA","26-39","Speed Fines","Auto detection camera",2343,0,0
2023,"SA","26-39","Speed Fines","Other",0,0,0
2023,"SA","26-39","Speed Fines","Manual Detection",1330,2,13
2023,"SA","26-39","Unlicensed Driving","Manual Detection",239,44,176
2023,"SA","40-64","Mobile Phone Use","Manual Detection",139,0,0
2023,"SA","40-64","Non Wearing Seatbelts","Manual Detection",80,0,0
2023,"SA","40-64","Speed Fines","Auto detection camera",2103,0,0
2023,"SA","40-64","Speed Fines","Auto detection camera",3945,0,0
2023,"SA","40-64","Speed Fines","Other",0,0,0
2023,"SA","40-64","Speed Fines","Manual Detection",1817,3,7
2023,"SA","40-64","Unlicensed Driving","Manual Detection",208,39,149
2023,"SA","65 and over","Mobile Phone Use","Manual Detection",21,0,0
2023,"SA","65 and over","Non Wearing Seatbelts","Manual Detection",21,0,0
2023,"SA","65 and over","Speed Fines","Auto detection camera",742,0,0
2023,"SA","65 and over","Speed Fines","Auto detection camera",1329,0,0
2023,"SA","65 and over","Speed Fines","Other",0,0,0
2023,"SA","65 and over","Speed Fines","Manual Detection",543,0,2
2023,"SA","65 and over","Unlicensed Driving","Manual Detection",21,0,6
2023,"SA","Unknown","Mobile Phone Use","Manual Detection",0,0,0
2023,"SA","Unknown","Non Wearing Seatbelts","Manual Detection",0,0,0
2023,"SA","Unknown","Speed Fines","Auto detection camera",166,0,0
2023,"SA","Unknown","Speed Fines","Auto detection camera",212,0,0
2023,"SA","Unknown","Speed Fines","Other",0,0,0
2023,"SA","Unknown","Speed Fines","Manual Detection",2,0,0
2023,"SA","Unknown","Unlicensed Driving","Manual Detection",0,0,0
2023,"TAS","0-16","Speed Fines","Auto detection camera",1,0,0
2023,"TAS","0-16","Speed Fines","Manual Detection",0,0,2
2023,"TAS","0-16","Unlicensed Driving","Manual Detection",0,0,5
2023,"TAS","17-25","Mobile Phone Use","Auto detection camera",29,0,0
2023,"TAS","17-25","Mobile Phone Use","Manual Detection",34,0,6
2023,"TAS","17-25","Non Wearing Seatbelts","Auto detection camera",59,0,0
2023,"TAS","17-25","Non Wearing Seatbelts","Manual Detection",11,0,3
2023,"TAS","17-25","Speed Fines","Auto detection camera",636,0,0
2023,"TAS","17-25","Speed Fines","Manual Detection",295,0,8
2023,"TAS","17-25","Unlicensed Driving","Manual Detection",3,0,32
2023,"TAS","26-39","Mobile Phone Use","Auto detection camera",132,0,0
2023,"TAS","26-39","Mobile Phone Use","Manual Detection",69,0,2
2023,"TAS","26-39","Non Wearing Seatbelts","Auto detection camera",147,0,0
2023,"TAS","26-39","Non Wearing Seatbelts","Manual Detection",25,0,2
2023,"TAS","26-39","Speed Fines","Auto detection camera",1549,0,0
2023,"TAS","26-39","Speed Fines","Manual Detection",469,0,7
2023,"TAS","26-39","Unlicensed Driving","Manual Detection",7,0,58
2023,"TAS","40-64","Mobile Phone Use","Auto detection camera",146,0,0
2023,"TAS","40-64","Mobile Phone Use","Manual Detection",50,0,1
2023,"TAS","40-64","Non Wearing Seatbelts","Auto detection camera",146,0,0
2023,"TAS","40-64","Non Wearing Seatbelts","Manual Detection",23,0,0
2023,"TAS","40-64","Speed Fines","Auto detection camera",2159,0,0
2023,"TAS","40-64","Speed Fines","Manual Detection",537,0,8
2023,"TAS","40-64","Unlicensed Driving","Manual Detection",6,0,46
2023,"TAS","65 and over","Mobile Phone Use","Auto detection camera",21,0,0
2023,"TAS","65 and over","Mobile Phone Use","Manual Detection",6,0,0
2023,"TAS","65 and over","Non Wearing Seatbelts","Auto detection camera",67,0,0
2023,"TAS","65 and over","Non Wearing Seatbelts","Manual Detection",11,0,0
2023,"TAS","65 and over","Speed Fines","Auto detection camera",784,0,0
2023,"TAS","65 and over","Speed Fines","Manual Detection",161,0,0
2023,"TAS","65 and over","Unlicensed Driving","Manual Detection",1,0,2
2023,"TAS","Unknown","Speed Fines","Auto detection camera",2,0,0
2023,"TAS","Unknown","Speed Fines","Manual Detection",3,0,0
2023,"VIC","0-16","Speed Fines","Manual Detection",1,0,0
2023,"VIC","17-25","Mobile Phone Use","Auto detection camera",30,0,0
2023,"VIC","17-25","Mobile Phone Use","Manual Detection",37,0,0
2023,"VIC","17-25","Non Wearing Seatbelts","Auto detection camera",42,0,0
2023,"VIC","17-25","Non Wearing Seatbelts","Manual Detection",33,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",279,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",562,0,0
2023,"VIC","17-25","Speed Fines","Manual Detection",748,0,0
2023,"VIC","17-25","Unlicensed Driving","Manual Detection",34,0,0
2023,"VIC","26-39","Mobile Phone Use","Auto detection camera",213,0,0
2023,"VIC","26-39","Mobile Phone Use","Manual Detection",61,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Auto detection camera",124,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Manual Detection",77,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",875,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",1768,0,0
2023,"VIC","26-39","Speed Fines","Manual Detection",1575,0,0
2023,"VIC","26-39","Unlicensed Driving","Manual Detection",82,0,0
2023,"VIC","40-64","Mobile Phone Use","Auto detection camera",262,0,0
2023,"VIC","40-64","Mobile Phone Use","Manual Detection",39,0,0
2023,"VIC","40-64","Non Wearing Seatbelts","Auto detection camera",220,0,0
2023,"VIC","40-64","Non Wearing Seatbelts","Manual Detection",52,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",1330,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",3033,0,0
2023,"VIC","40-64","Speed Fines","Manual Detection",2059,0,0
2023,"VIC","40-64","Unlicensed Driving","Manual Detection",73,0,0
2023,"VIC","65 and over","Mobile Phone Use","Auto detection camera",48,0,0
2023,"VIC","65 and over","Mobile Phone Use","Manual Detection",1,0,0
2023,"VIC","65 and over","Non Wearing Seatbelts","Auto detection camera",102,0,0
2023,"VIC","65 and over","Non Wearing Seatbelts","Manual Detection",15,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",510,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",1270,0,0
2023,"VIC","65 and over","Speed Fines","Manual Detection",546,0,0
2023,"VIC","65 and over","Unlicensed Driving","Manual Detection",2,0,0
2023,"VIC","Unknown","Mobile Phone Use","Auto detection camera",142,0,0
2023,"VIC","Unknown","Non Wearing Seatbelts","Auto detection camera",97,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",1020,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",1767,0,0
2023,"VIC","Unknown","Speed Fines","Manual Detection",1,0,0
2023,"VIC","0-16","Speed Fines","Manual Detection",1,0,0
2023,"VIC","0-16","Unlicensed Driving","Manual Detection",1,0,0
2023,"VIC","17-25","Mobile Phone Use","Auto detection camera",220,0,0
2023,"VIC","17-25","Mobile Phone Use","Manual Detection",291,0,0
2023,"VIC","17-25","Non Wearing Seatbelts","Auto detection camera",136,0,0
2023,"VIC","17-25","Non Wearing Seatbelts","Manual Detection",60,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",3632,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",2567,0,0
2023,"VIC","17-25","Speed Fines","Manual Detection",1075,0,0
2023,"VIC","17-25","Unlicensed Driving","Manual Detection",142,0,0
2023,"VIC","26-39","Mobile Phone Use","Auto detection camera",1366,0,0
2023,"VIC","26-39","Mobile Phone Use","Manual Detection",681,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Auto detection camera",653,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Manual Detection",179,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",11843,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",8967,0,0
2023,"VIC","26-39","Speed Fines","Manual Detection",1836,0,0
2023,"VIC","26-39","Unlicensed Driving","Manual Detection",249,0,0
2023,"VIC","40-64","Mobile Phone Use","Auto detection camera",1654,0,0
2023,"VIC","40-64","Mobile Phone Use","Manual Detection",523,0,0
2023,"VIC","40-64","Non Wearing Seatbelts","Auto detection camera",765,0,0
2023,"VIC","40-64","Non Wearing Seatbelts","Manual Detection",122,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",19526,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",14497,0,0
2023,"VIC","40-64","Speed Fines","Manual Detection",2030,0,0
2023,"VIC","40-64","Unlicensed Driving","Manual Detection",133,0,0
2023,"VIC","65 and over","Mobile Phone Use","Auto detection camera",247,0,0
2023,"VIC","65 and over","Mobile Phone Use","Manual Detection",50,0,0
2023,"VIC","65 and over","Non Wearing Seatbelts","Auto detection camera",196,0,0
2023,"VIC","65 and over","Non Wearing Seatbelts","Manual Detection",13,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",5840,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",4074,0,0
2023,"VIC","65 and over","Speed Fines","Manual Detection",385,0,0
2023,"VIC","65 and over","Unlicensed Driving","Manual Detection",12,0,0
2023,"VIC","Unknown","Mobile Phone Use","Auto detection camera",1194,0,0
2023,"VIC","Unknown","Non Wearing Seatbelts","Auto detection camera",532,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",13208,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",7242,0,0
2023,"VIC","Unknown","Speed Fines","Manual Detection",1,0,0
2023,"VIC","Unknown","Unlicensed Driving","Manual Detection",1,0,0
2023,"VIC","17-25","Mobile Phone Use","Manual Detection",5,0,0
2023,"VIC","17-25","Non Wearing Seatbelts","Auto detection camera",1,0,0
2023,"VIC","17-25","Non Wearing Seatbelts","Manual Detection",9,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",2,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",84,0,0
2023,"VIC","17-25","Speed Fines","Manual Detection",142,0,0
2023,"VIC","17-25","Unlicensed Driving","Manual Detection",8,0,0
2023,"VIC","26-39","Mobile Phone Use","Manual Detection",26,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Auto detection camera",4,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Manual Detection",12,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",5,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",276,0,0
2023,"VIC","26-39","Speed Fines","Manual Detection",276,0,0
2023,"VIC","26-39","Unlicensed Driving","Manual Detection",22,0,0
2023,"VIC","40-64","Mobile Phone Use","Auto detection camera",3,0,0
2023,"VIC","40-64","Mobile Phone Use","Manual Detection",18,0,0
2023,"VIC","40-64","Non Wearing Seatbelts","Auto detection camera",11,0,0
2023,"VIC","40-64","Non Wearing Seatbelts","Manual Detection",14,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",9,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",505,0,0
2023,"VIC","40-64","Speed Fines","Manual Detection",342,0,0
2023,"VIC","40-64","Unlicensed Driving","Manual Detection",23,0,0
2023,"VIC","65 and over","Mobile Phone Use","Manual Detection",5,0,0
2023,"VIC","65 and over","Non Wearing Seatbelts","Auto detection camera",13,0,0
2023,"VIC","65 and over","Non Wearing Seatbelts","Manual Detection",5,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",2,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",207,0,0
2023,"VIC","65 and over","Speed Fines","Manual Detection",112,0,0
2023,"VIC","65 and over","Unlicensed Driving","Manual Detection",2,0,0
2023,"VIC","Unknown","Mobile Phone Use","Auto detection camera",2,0,0
2023,"VIC","Unknown","Non Wearing Seatbelts","Auto detection camera",11,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",2,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",321,0,0
2023,"VIC","Unknown","Speed Fines","Manual Detection",2,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",1,0,0
2023,"VIC","17-25","Speed Fines","Manual Detection",3,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"VIC","26-39","Speed Fines","Manual Detection",3,0,0
2023,"VIC","40-64","Speed Fines","Manual Detection",5,0,0
2023,"VIC","40-64","Unlicensed Driving","Manual Detection",1,0,0
2023,"VIC","65 and over","Speed Fines","Manual Detection",3,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",1,0,0
2023,"VIC","17-25","Mobile Phone Use","Auto detection camera",11,0,0
2023,"VIC","17-25","Non Wearing Seatbelts","Auto detection camera",8,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",74,0,0
2023,"VIC","17-25","Speed Fines","Auto detection camera",88,0,0
2023,"VIC","17-25","Speed Fines","Manual Detection",19,0,0
2023,"VIC","17-25","Unlicensed Driving","Manual Detection",1,0,0
2023,"VIC","26-39","Mobile Phone Use","Auto detection camera",76,0,0
2023,"VIC","26-39","Mobile Phone Use","Manual Detection",6,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Auto detection camera",48,0,0
2023,"VIC","26-39","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",229,0,0
2023,"VIC","26-39","Speed Fines","Auto detection camera",275,0,0
2023,"VIC","26-39","Speed Fines","Manual Detection",47,0,0
2023,"VIC","26-39","Unlicensed Driving","Manual Detection",3,0,0
2023,"VIC","40-64","Mobile Phone Use","Auto detection camera",77,0,0
2023,"VIC","40-64","Mobile Phone Use","Manual Detection",2,0,0
2023,"VIC","40-64","Non Wearing Seatbelts","Auto detection camera",42,0,0
2023,"VIC","40-64","Non Wearing Seatbelts","Manual Detection",5,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",392,0,0
2023,"VIC","40-64","Speed Fines","Auto detection camera",378,0,0
2023,"VIC","40-64","Speed Fines","Manual Detection",64,0,0
2023,"VIC","40-64","Unlicensed Driving","Manual Detection",1,0,0
2023,"VIC","65 and over","Mobile Phone Use","Auto detection camera",6,0,0
2023,"VIC","65 and over","Non Wearing Seatbelts","Auto detection camera",16,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",126,0,0
2023,"VIC","65 and over","Speed Fines","Auto detection camera",184,0,0
2023,"VIC","65 and over","Speed Fines","Manual Detection",15,0,0
2023,"VIC","Unknown","Mobile Phone Use","Auto detection camera",32,0,0
2023,"VIC","Unknown","Non Wearing Seatbelts","Auto detection camera",22,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",253,0,0
2023,"VIC","Unknown","Speed Fines","Auto detection camera",185,0,0
2023,"WA","0-16","Speed Fines","Auto detection camera",1,0,0
2023,"WA","0-16","Speed Fines","Auto detection camera",1,0,0
2023,"WA","0-16","Speed Fines","Manual Detection",1,0,0
2023,"WA","0-16","Speed Fines","Auto detection camera",1,0,0
2023,"WA","0-16","Unlicensed Driving","Manual Detection",0,18,43
2023,"WA","17-25","Mobile Phone Use","Manual Detection",57,0,0
2023,"WA","17-25","Mobile Phone Use","Unknown",0,0,2
2023,"WA","17-25","Non Wearing Seatbelts","Manual Detection",42,0,0
2023,"WA","17-25","Non Wearing Seatbelts","Unknown",0,0,10
2023,"WA","17-25","Speed Fines","Auto detection camera",340,0,0
2023,"WA","17-25","Speed Fines","Auto detection camera",940,0,0
2023,"WA","17-25","Speed Fines","Auto detection camera",4980,0,0
2023,"WA","17-25","Speed Fines","Manual Detection",818,0,0
2023,"WA","17-25","Speed Fines","Auto detection camera",1030,0,0
2023,"WA","17-25","Speed Fines","Unknown",0,0,21
2023,"WA","17-25","Unlicensed Driving","Manual Detection",50,54,314
2023,"WA","26-39","Mobile Phone Use","Manual Detection",108,0,0
2023,"WA","26-39","Mobile Phone Use","Unknown",0,0,1
2023,"WA","26-39","Non Wearing Seatbelts","Manual Detection",62,0,0
2023,"WA","26-39","Non Wearing Seatbelts","Unknown",0,1,7
2023,"WA","26-39","Speed Fines","Auto detection camera",584,0,0
2023,"WA","26-39","Speed Fines","Auto detection camera",2682,0,0
2023,"WA","26-39","Speed Fines","Auto detection camera",11613,0,0
2023,"WA","26-39","Speed Fines","Manual Detection",1484,0,0
2023,"WA","26-39","Speed Fines","Auto detection camera",3579,0,0
2023,"WA","26-39","Speed Fines","Unknown",0,1,28
2023,"WA","26-39","Unlicensed Driving","Manual Detection",85,97,504
2023,"WA","40-64","Mobile Phone Use","Manual Detection",90,0,0
2023,"WA","40-64","Mobile Phone Use","Unknown",0,1,3
2023,"WA","40-64","Non Wearing Seatbelts","Manual Detection",46,0,0
2023,"WA","40-64","Non Wearing Seatbelts","Unknown",0,0,6
2023,"WA","40-64","Speed Fines","Auto detection camera",740,0,0
2023,"WA","40-64","Speed Fines","Auto detection camera",3846,0,0
2023,"WA","40-64","Speed Fines","Auto detection camera",16146,0,0
2023,"WA","40-64","Speed Fines","Manual Detection",1652,0,0
2023,"WA","40-64","Speed Fines","Auto detection camera",7383,0,0
2023,"WA","40-64","Speed Fines","Unknown",0,0,33
2023,"WA","40-64","Unlicensed Driving","Manual Detection",49,22,303
2023,"WA","65 and over","Mobile Phone Use","Manual Detection",6,0,0
2023,"WA","65 and over","Non Wearing Seatbelts","Manual Detection",6,0,0
2023,"WA","65 and over","Non Wearing Seatbelts","Unknown",0,0,3
2023,"WA","65 and over","Speed Fines","Auto detection camera",97,0,0
2023,"WA","65 and over","Speed Fines","Auto detection camera",942,0,0
2023,"WA","65 and over","Speed Fines","Auto detection camera",3567,0,0
2023,"WA","65 and over","Speed Fines","Manual Detection",343,0,0
2023,"WA","65 and over","Speed Fines","Auto detection camera",2304,0,0
2023,"WA","65 and over","Speed Fines","Unknown",0,0,8
2023,"WA","65 and over","Unlicensed Driving","Manual Detection",8,0,14
2023,"WA","Unknown","Speed Fines","Auto detection camera",2,0,0
2023,"WA","Unknown","Speed Fines","Auto detection camera",7,0,0
2023,"WA","Unknown","Speed Fines","Auto detection camera",13,0,0
2023,"WA","Unknown","Speed Fines","Auto detection camera",7,0,0
2023,"ACT","0-16","Speed Fines","Auto detection camera",2,0,0
2023,"ACT","0-16","Speed Fines","Auto detection camera",1,0,0
2023,"ACT","0-16","Speed Fines","Manual Detection",4,0,0
2023,"ACT","0-16","Unlicensed Driving","Manual Detection",1,1,1
2023,"ACT","17-25","Mobile Phone Use","Manual Detection",4,0,0
2023,"ACT","17-25","Non Wearing Seatbelts","Manual Detection",3,0,0
2023,"ACT","17-25","Speed Fines","Auto detection camera",524,0,0
2023,"ACT","17-25","Speed Fines","Auto detection camera",177,0,0
2023,"ACT","17-25","Speed Fines","Manual Detection",62,0,0
2023,"ACT","17-25","Unlicensed Driving","Manual Detection",4,0,10
2023,"ACT","26-39","Mobile Phone Use","Manual Detection",3,0,0
2023,"ACT","26-39","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"ACT","26-39","Speed Fines","Auto detection camera",1202,0,0
2023,"ACT","26-39","Speed Fines","Auto detection camera",480,0,0
2023,"ACT","26-39","Speed Fines","Manual Detection",59,0,0
2023,"ACT","26-39","Unlicensed Driving","Manual Detection",5,6,19
2023,"ACT","40-64","Mobile Phone Use","Manual Detection",1,0,0
2023,"ACT","40-64","Non Wearing Seatbelts","Manual Detection",1,0,0
2023,"ACT","40-64","Speed Fines","Auto detection camera",2074,0,0
2023,"ACT","40-64","Speed Fines","Auto detection camera",608,0,0
2023,"ACT","40-64","Speed Fines","Manual Detection",40,0,0
2023,"ACT","40-64","Unlicensed Driving","Manual Detection",3,3,11
